strain	virus	assention	date	region	country
Hu/UAE_023_2014	mers	KY581691	2014-04-14	west_asia	united_arab_emirates
MERS-CoV/KOR/Seoul/080-3-2015	mers	KX034097	2015-06-17	japan_korea	south_korea
camel/UAE_B13_2015	mers	MF598605	2015-03-XX	west_asia	united_arab_emirates
Tunisia-Qatar_2013	mers	KF811035	2013-05-08	africa	tunisia
MERS-CoV/camel/Egypt/NRCE-NC748/2015	mers	KU942363	2015-04-01	africa	egypt
camel/Jeddah/S99/2014	mers	KT368857	2014-09-XX	west_asia	saudi_arabia
camel/UAE_B71_2015	mers	MF598661	2015-03-XX	west_asia	united_arab_emirates
Jeddah_C7319/KSA/2014	mers	KM027267	2014-XX-XX	west_asia	saudi_arabia
15	mers	MF133450	2015-07-11	africa	sudan
camel/UAE_414492_W3_2015	mers	MF598708	2015-04-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/024_06_2015	mers	KT717698	2015-06-08	japan_korea	south_korea
camel/Taif/T91(b)/2015	mers	KT368886	2015-04-XX	west_asia	saudi_arabia
Jordan/camel/33/2016	mers	KX443674	2016-05-19	west_asia	jordan
MERS-CoV/Egypt-NC2610/2015	mers	KX710313	2015-12-XX	africa	egypt
camel/Jeddah/401/2014	mers	KT368827	2014-09-XX	west_asia	saudi_arabia
KSA_Riyadh-6	mers	KX960120	2015-08-01	west_asia	saudi_arabia
Hu/Jeddah-KSA-RS15/2015	mers	KT805999	2015-04-01	west_asia	saudi_arabia
UAE-17-2014	mers	KP202200	2014-XX-XX	west_asia	united_arab_emirates
MERS-CoV/camel/Egypt/NRCE-NC752/2015	mers	KU942364	2015-04-01	africa	egypt
Hu/Riyadh-KSA-16098/2015	mers	KU851864	2015-08-24	west_asia	saudi_arabia
Jordan/camel/14/2016	mers	KX443665	2016-05-18	west_asia	jordan
Hafr-Al-Batin_4c_2013	mers	KJ156864	2013-08-25	west_asia	saudi_arabia
Al-Ahsa_KSA_Camel_C8	mers	KP405225	2013-12-XX	west_asia	saudi_arabia
Al-Ahsa_KSA_Camel_C9	mers	KP405227	2013-12-XX	west_asia	saudi_arabia
MERS-CoV_camel/Nigeria/NV1657/2016	mers	MG923475	2016-02-03	africa	nigeria
Al-Ahsa_KSA_Camel_C7	mers	KP405226	2013-11-XX	west_asia	saudi_arabia
camel/Jeddah/Jd4/2015	mers	KT368859	2015-01-XX	west_asia	saudi_arabia
Al-Hasa_22d_2013	mers	KF600619	2013-05-09	west_asia	saudi_arabia
Hu-France_-_FRA2_130569-2013_IS_HTS	mers	KJ361501	2013-05-07	europe	france
Riyadh_2014KSA_695/KSA/2014	mers	KM027292	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B64_2015	mers	MF598654	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B111_2015	mers	MF598698	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-13984/2016	mers	MG011342	2016-03-07	west_asia	saudi_arabia
Al-Hasa_22e_2013	mers	KF600631	2013-05-09	west_asia	saudi_arabia
Hu/Riyadh-KSA-031D1N/2015	mers	MG757603	2015-09-18	west_asia	saudi_arabia
Hu/Riyadh-KSA-K37029157/2016	mers	MG011362	2016-12-25	west_asia	saudi_arabia
Jeddah-air-1-2014	mers	KJ740998	2013-11-08	west_asia	saudi_arabia
Jordan/camel/29/2016	mers	KX443670	2016-05-19	west_asia	jordan
Hafr-Al-Batin_4a_2013	mers	KJ156931	2013-08-25	west_asia	saudi_arabia
camel/Jeddah/F13A/2014	mers	KT368824	2014-05-XX	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/082_06_2015	mers	KT868872	2015-06-10	japan_korea	south_korea
Qatar4	mers	KF961222	2013-10-17	west_asia	qatar
Hu/Rass-KSA-3318/2015	mers	KT806003	2015-02-13	west_asia	saudi_arabia
Hu/Taif/KSA-7032/2014/S530del	mers	KU710265	2014-11-04	west_asia	saudi_arabia
camel/UAE_414486_W4_2015	mers	MF598716	2015-04-XX	west_asia	united_arab_emirates
Hafr-Al-Batin_6_2013	mers	KJ156874	2013-08-28	west_asia	saudi_arabia
Al-Hasa_23e_2013	mers	KJ156862	2013-05-13	west_asia	saudi_arabia
KSA_Riyadh-4	mers	KX960119	2015-08-01	west_asia	saudi_arabia
Al-Hasa_2_2013	mers	KF186566	2013-04-21	west_asia	saudi_arabia
Riyadh_15b_2013	mers	KJ156877	2013-08-19	west_asia	saudi_arabia
Hu/Riyadh-KSA-11740/2016	mers	KX154685	2016-02-XX	west_asia	saudi_arabia
Riyadh_1162/KSA/2014	mers	KT357807	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B74_2015	mers	MF598664	2015-03-XX	west_asia	united_arab_emirates
Jeddah_C10306/KSA/2014-04-20	mers	KM027260	2014-04-21	west_asia	saudi_arabia
KSA_Riyadh-9	mers	KX960121	2015-08-01	west_asia	saudi_arabia
Hu/Riyadh-KSA-3160/2015	mers	KT805968	2015-02-15	west_asia	saudi_arabia
Camel/UAE_1H-D_2014	mers	KY581697	2014-02-18	west_asia	united_arab_emirates
Camel/Qatar_2_2014	mers	KJ650098	2014-02-16	west_asia	qatar
KOREA/Seoul/163-1-2015	mers	KT374051	2015-06-19	japan_korea	south_korea
Hu/Quwaiyah-KSA-3405/2015	mers	KT805966	2015-02-20	west_asia	saudi_arabia
D1189.1/15	mers	KX108946	2015-05-18	west_asia	united_arab_emirates
UAE-6-2014	mers	KP202204	2014-XX-XX	west_asia	united_arab_emirates
MERS-CoV_camel/Kenya/C1215/2018	mers	MH734114	2018-03-13	africa	kenya
camel/Riyadh/Ry23N/2014	mers	KT368825	2014-07-XX	west_asia	saudi_arabia
Camel/UAE_3B-C_2014	mers	KY581700	2014-02-18	west_asia	united_arab_emirates
UT-IVO-Mers2	mers	MK905767	2014-11-08	west_asia	iran
Hu/Riyadh-KSA-9614/2017	mers	MG912602	2017-06-12	west_asia	saudi_arabia
Madinah_3a_2013	mers	KJ156950	2013-09-11	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/030_06_2015	mers	KT717699	2015-06-08	japan_korea	south_korea
camel/UAE_B93_2015	mers	MF598682	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-21155/2016	mers	MG011355	2016-07-01	west_asia	saudi_arabia
Hafr-Al-Batin_4b_2013	mers	KJ156895	2013-08-25	west_asia	saudi_arabia
camel/Riyadh/Ry64/2015	mers	KT368877	2015-03-XX	west_asia	saudi_arabia
Hu/Khobar-KSA-6736/2015	mers	KT806048	2015-02-07	west_asia	saudi_arabia
camel/UAE_B41_2015	mers	MF598633	2015-03-XX	west_asia	united_arab_emirates
Hu/Amman-Jordan-12918/2015	mers	MF000459	2015-09-07	west_asia	jordan
camel/UAE_B89_2015	mers	MF679171	2015-03-XX	west_asia	united_arab_emirates
Al-Hasa_24f_2013	mers	KJ156892	2013-05-01	west_asia	saudi_arabia
Hu/Duba-KSA-313/2015	mers	KT806016	2015-04-16	west_asia	saudi_arabia
Hu/Najran-KSA-C20915/2015	mers	KT806054	2015-02-13	west_asia	saudi_arabia
Hu/Riyadh-KSA-K17000405/2017	mers	MG011361	2017-01-10	west_asia	saudi_arabia
Hu/Qaseem-KSA-18013897/2018	mers	MK462254	2018-08-31	west_asia	saudi_arabia
Hu/Hufuf-KSA-11869/2015	mers	KT806029	2015-05-28	west_asia	saudi_arabia
Hu/Riyadh-KSA-14670/2016	mers	MG011347	2016-03-13	west_asia	saudi_arabia
Riyadh_10a_2013	mers	KJ156891	2013-08-05	west_asia	saudi_arabia
camel/Jeddah/O47(b)/2014	mers	KT368852	2014-10-XX	west_asia	saudi_arabia
camel/UAE_B52_2015	mers	MF598643	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-2317/2015	mers	KT805963	2015-01-20	west_asia	saudi_arabia
Jeddah_C7770/KSA/2014-04-07	mers	KM027257	2014-04-07	west_asia	saudi_arabia
MERS-CoV/THA/CU/17_06_2015	mers	KT225476	2015-06-17	southeast_asia	thailand
Riyadh_13a_2013	mers	KJ156888	2013-08-13	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC699/2015	mers	KU942355	2015-04-01	africa	egypt
Riyadh_2014KSA_158/KSA/2014	mers	KM027281	2014-XX-XX	west_asia	saudi_arabia
KOREA/Seoul/014-2-2015	mers	KT374053	2015-06-13	japan_korea	south_korea
Hu/Riyadh-KSA-9852/2017	mers	MG912606	2017-06-14	west_asia	saudi_arabia
camel/UAE_B86_2015	mers	MF598676	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B10_2015	mers	MF598602	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-3929/2015	mers	KT805976	2015-02-26	west_asia	saudi_arabia
camel/UAE_B29_2015	mers	MF598621	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-006D1S/2015	mers	MG757596	2015-08-24	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/002_05_2015	mers	KT001383	2015-05-20	japan_korea	south_korea
33	mers	MF133454	2015-07-14	africa	sudan
Taif_3g_2013	mers	KJ156906	2013-06-13	west_asia	saudi_arabia
30	mers	MK858159	2016-12-19	west_asia	saudi_arabia
37	mers	MK858160	2017-05-31	west_asia	saudi_arabia
36	mers	KY794400	2015-XX-XX	africa	sudan
Hu/Taif-KSA-15167/2015	mers	KT806017	2015-05-09	west_asia	saudi_arabia
34	mers	MF133455	2015-11-08	africa	sudan
Asir_2f_2013	mers	KJ156945	2013-08-05	west_asia	saudi_arabia
camel/Riyadh/Ry136/2015	mers	KT368868	2015-03-XX	west_asia	saudi_arabia
Camel/Saudi_Arabia/KFU-HKU_F2-33/2014	mers	KY706246	2014-11-29	west_asia	saudi_arabia
KFU-HKU_13	mers	KJ650295	2013-12-30	west_asia	saudi_arabia
MERS_IQ.11	mers	KX150506	2016-02-20	west_asia	iraq
MERS_IQ.10	mers	KX150505	2016-02-20	west_asia	iraq
Riyadh_3_2013	mers	KF600613	2013-02-05	west_asia	saudi_arabia
Hu/UAE_025_2014	mers	KY581692	2014-04-15	west_asia	united_arab_emirates
MERS-CoV/Egypt-NC2093/2015	mers	KX710312	2015-11-11	africa	egypt
camel/Riyadh/Ry84N/2014	mers	KT368826	2014-07-XX	west_asia	saudi_arabia
Florida/USA-2_Saudi_Arabia_2014	mers	KJ829365	2014-05-10	north_america	usa
UAE-8-2014	mers	KP202206	2014-XX-XX	west_asia	united_arab_emirates
Riyadh_2014KSA_359/KSA/2014	mers	KM027287	2014-XX-XX	west_asia	saudi_arabia
Jordan_7_2015	mers	KU233371	2015-XX-XX	west_asia	jordan
Riyadh_692/KSA/2014	mers	KT357797	2014-XX-XX	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC2380/2015	mers	KU942375	2015-12-08	africa	egypt
MERSCoV/camel/Egypt/NC3978/2016	mers	MF318503	2016-05-30	africa	egypt
camel/UAE_414481_W4_2015	mers	MF598711	2015-04-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-18013832/2018	mers	MK462253	2018-08-30	west_asia	saudi_arabia
Al-Hasa_1_2013	mers	KF186567	2013-05-09	west_asia	saudi_arabia
Jordan/camel/32/2016	mers	KX443673	2016-05-19	west_asia	jordan
camel/Jeddah/O24/2014	mers	KT368850	2014-10-XX	west_asia	saudi_arabia
ADFCA-HKU6	mers	KT275312	2015-05-09	west_asia	united_arab_emirates
Madinah_4/2014	mers	KT624238	2008-12-15	west_asia	saudi_arabia
MERS-CoV/Egypt-NC2594/2015	mers	KX710317	2015-12-XX	africa	egypt
MERS-CoV/camel/Egypt/NRCE-NC744/2015	mers	KU942361	2015-04-01	africa	egypt
England/2/2013	mers	KM015348	2013-02-10	europe	united_kingdom
MERS-CoV_England-KSA/1/2018	mers	MH822886	2018-08-22	europe	united_kingdom
MERS-CoV/KOR/KCDC/001_2018-TSVi	mers	MK129253	2018-09-12	japan_korea	south_korea
camel/UAE_B102_2015	mers	MF598689	2015-03-XX	west_asia	united_arab_emirates
D1157/15	mers	KX108944	2015-05-12	west_asia	united_arab_emirates
Riyadh_2014KSA_057/KSA/2014	mers	KM027278	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B109_2015	mers	MF598696	2015-03-XX	west_asia	united_arab_emirates
KSA_1723	mers	MH259486	2014-07-15	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/009_05_2015	mers	KT182953	2015-05-28	japan_korea	south_korea
camel/UAE_B91_2015	mers	MF598680	2015-03-XX	west_asia	united_arab_emirates
42	mers	MK858163	2017-06-03	west_asia	saudi_arabia
Camel/Oman_1_2015	mers	KY673149	2015-01-XX	west_asia	oman
UT-IVO-Mers3	mers	MK905766	2014-11-08	west_asia	iran
Nigeria-HKU012	mers	KU201957	2015-01-14	africa	nigeria
Riyadh_15d_2013	mers	KJ156859	2013-08-19	west_asia	saudi_arabia
Dammam_2/2014	mers	KT624245	2008-12-15	west_asia	saudi_arabia
Jordan_12_2015	mers	KU233376	2015-XX-XX	west_asia	jordan
Riyadh_111/KSA/2014	mers	KT357802	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B27_2015	mers	MF598619	2015-03-XX	west_asia	united_arab_emirates
Hu/Unayzah-KSA-3249/2015	mers	KT806000	2015-02-10	west_asia	saudi_arabia
camel/UAE_B67_2015	mers	MF598657	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-3331/2015	mers	KT805967	2015-02-18	west_asia	saudi_arabia
camel/UAE_B8_2015	mers	MF598600	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-3550/2015	mers	KT805978	2015-02-23	west_asia	saudi_arabia
Hu/Jeddah-KSA-3RS2702/2015	mers	KU851859	2015-07-12	west_asia	saudi_arabia
camel/Taif/T7/2015	mers	KT368881	2015-04-XX	west_asia	saudi_arabia
Jeddah_C7058/KSA/2014	mers	KM027263	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B30_2015	mers	MF598622	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B33_2015	mers	MF598625	2015-03-XX	west_asia	united_arab_emirates
Wadi-Ad-Dawasir_1_2013	mers	KJ156881	2013-06-12	west_asia	saudi_arabia
Al-Hasa_14b_2013	mers	KF600643	2013-05-08	west_asia	saudi_arabia
Hu/Jeddah-KSA-C20843/2015	mers	KT806044	2015-02-09	west_asia	saudi_arabia
MERS-CoV_camel/Nigeria/NV1787/2016	mers	MG923480	2016-02-07	africa	nigeria
camel/UAE_B16_2015	mers	MF598608	2015-03-XX	west_asia	united_arab_emirates
Jordan_5_2015	mers	KU233369	2015-XX-XX	west_asia	jordan
40	mers	MK858161	2017-06-03	west_asia	saudi_arabia
camel/UAE_B87_2015	mers	MF598677	2015-03-XX	west_asia	united_arab_emirates
Riyadh_2_2012	mers	KF600652	2012-10-30	west_asia	saudi_arabia
Riyadh_4_2013	mers	KJ156952	2013-03-01	west_asia	saudi_arabia
UAE-9-2014	mers	KP202195	2014-XX-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-16120/2015	mers	KU851861	2015-08-24	west_asia	saudi_arabia
Hu/Riyadh-KSA-7344/2017	mers	MH310912	2017-05-15	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/122_06_2015	mers	KT717706	2015-06-10	japan_korea	south_korea
Hu/Hufuf-KSA-12354/2015	mers	KT806039	2015-06-07	west_asia	saudi_arabia
KSA_1725	mers	KT877350	2014-09-XX	west_asia	saudi_arabia
Al-Hasa_23a_2013	mers	KJ156860	2013-05-13	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC277/2015	mers	KU942369	2015-01-06	africa	egypt
KSA_1722	mers	MH259485	2014-07-15	west_asia	saudi_arabia
Hu/Jordan-13025/2015	mers	MF741833	2015-09-17	west_asia	jordan
MERS-CoV/KOR/KCDC/001_2018-TS	mers	MH978887	2018-09-08	japan_korea	south_korea
Asir_1b_2013	mers	KJ156925	2013-07-02	west_asia	saudi_arabia
Dammam_1/2014	mers	KT624244	2008-12-15	west_asia	saudi_arabia
Hu/Jordan-12856/2015	mers	MF741831	2015-09-03	west_asia	jordan
Hu/Riyadh-KSA-16121/2015	mers	KU851860	2015-08-24	west_asia	saudi_arabia
camel/UAE_B31_2015	mers	MF598623	2015-03-XX	west_asia	united_arab_emirates
EMC_P7	mers	KT966879	2014-03-11	europe	netherlands
camel/UAE_415915_W3_2015	mers	MF598707	2015-04-XX	west_asia	united_arab_emirates
KSA_Riyadh-12	mers	KX960122	2015-08-01	west_asia	saudi_arabia
Al-Hasa_10d_2013	mers	KF600641	2013-05-02	west_asia	saudi_arabia
camel/UAE_B25_2015	mers	MF598617	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B92_2015	mers	MF598681	2015-03-XX	west_asia	united_arab_emirates
Hu/Taif,KSA-1521/2014	mers	KR912196	2014-11-22	west_asia	saudi_arabia
KOREA/Seoul/168-1-2015	mers	KT374056	2015-06-21	japan_korea	south_korea
Camel/UAE_1H-B_2014	mers	KY581696	2014-03-12	west_asia	united_arab_emirates
Hu/Buraydah-KSA-3334/2015	mers	KT806004	2015-02-14	west_asia	saudi_arabia
Hu/Taif,KSA-1488/2014	mers	KR912195	2014-11-12	west_asia	saudi_arabia
MERS-CoV/KOR/KNIH/015_05_2015	mers	KT182956	2015-05-30	japan_korea	south_korea
Munich	mers	KF192507	2013-XX-XX	west_asia	united_arab_emirates
1	mers	KF933385	2013-10-17	west_asia	qatar
Hu/Aflaj-KSA-10802/2015	mers	KT806023	2015-05-17	west_asia	saudi_arabia
camel/UAE_414372_W4_2015	mers	MF679174	2015-04-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-005D1S/2015	mers	MG757595	2015-08-24	west_asia	saudi_arabia
Hu/Najran-KSA-Rs1207/2015	mers	KT805991	2015-05-08	west_asia	saudi_arabia
Taif_3b_2013	mers	KJ156897	2013-06-13	west_asia	saudi_arabia
camel/UAE_B26_2015	mers	MF598618	2015-03-XX	west_asia	united_arab_emirates
Al-Hasa_10b_2013	mers	KF600642	2013-05-02	west_asia	saudi_arabia
MERSCoV/goat/Egypt/2284/2015	mers	MF318498	2015-11-19	africa	egypt
Hu/UAE_011_2013	mers	KY581687	2013-12-23	west_asia	united_arab_emirates
Al-Hasa_28h_2013	mers	KJ156909	2013-06-22	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC726/2015	mers	KU942357	2015-04-01	africa	egypt
Jeddah_C7569/KSA/2014-04-03	mers	KM027256	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_414485_W3_2015	mers	MF598699	2015-04-XX	west_asia	united_arab_emirates
camel/Jeddah/Jd7/2015	mers	KT368861	2015-01-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-3098/2015	mers	KT805969	2015-02-14	west_asia	saudi_arabia
Hu/Hufuf-KSA-11002/2015	mers	KT806046	2015-05-10	west_asia	saudi_arabia
Hu/Riyadh-KSA-17382/2016	mers	MG011349	2016-04-13	west_asia	saudi_arabia
Jordan_4_2015	mers	KU233368	2015-XX-XX	west_asia	jordan
D2597.2/14	mers	KX108938	2014-12-13	west_asia	united_arab_emirates
MERS-CoV_camel/Nigeria/NV1673/2016	mers	MG923478	2016-02-03	africa	nigeria
Camel/UAE/D511-14	mers	KU242423	2014-03-12	west_asia	united_arab_emirates
D998/15	mers	KX108943	2015-04-23	west_asia	united_arab_emirates
camel/Jeddah/Jd175/2015	mers	KT368866	2015-02-XX	west_asia	saudi_arabia
camel/UAE_B1_2015	mers	MF598594	2015-03-XX	west_asia	united_arab_emirates
Abu_Dhabi/Oman_UAE_7_2013	mers	KP236092	2013-10-29	west_asia	united_arab_emirates
camel/UAE_416452_W5_2015	mers	MF598720	2015-04-XX	west_asia	united_arab_emirates
Buraidah_1_2013	mers	KF600630	2013-05-13	west_asia	saudi_arabia
Riyadh_1147/KSA/2014	mers	KT357804	2014-XX-XX	west_asia	saudi_arabia
camel/UAE_B62_2015	mers	MF598652	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B81_2015	mers	MF598671	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-4606/2015	mers	KT806007	2015-03-04	west_asia	saudi_arabia
Hu/Taif,KSA-5920/2014	mers	KR912191	2014-09-10	west_asia	saudi_arabia
MERSCoV/camel/Egypt/NC2217/2015	mers	MF318500	2015-11-12	africa	egypt
Riyadh_7a_2013	mers	KJ156937	2013-07-15	west_asia	saudi_arabia
Riyadh_6e_2013	mers	KJ156927	2013-07-02	west_asia	saudi_arabia
Egypt-NC1552/2015	mers	KX425840	2015-XX-XX	africa	egypt
camel/Jeddah/N51/2014	mers	KT368846	2014-11-XX	west_asia	saudi_arabia
Hu/Taif/KSA-7032/2014	mers	KU710264	2014-11-04	west_asia	saudi_arabia
MERSCoV/KE293	mers	MG591490	2015-02-15	africa	kenya
Oman30_2013	mers	KJ573792	2013-XX-XX	west_asia	oman
Hu/Jordan-12641/2015	mers	MF741825	2015-08-25	west_asia	jordan
MERS-CoV/KOR/Seoul/162-1-2015	mers	KX034098	2015-06-22	japan_korea	south_korea
Hu/Jordan-12688/2015	mers	MF741828	2015-08-27	west_asia	jordan
MERS-CoV-Jeddah-human-1	mers	KF958702	2013-11-05	west_asia	saudi_arabia
Jeddah_C7720/KSA/2014	mers	KM027269	2014-XX-XX	west_asia	saudi_arabia
Hu/Jordan-12964/2015	mers	MF741832	2015-09-09	west_asia	jordan
Hu/Jordan-201440011123/2014	mers	KT861628	2014-04-21	west_asia	jordan
126	mers	KY794402	2015-XX-XX	africa	sudan
Hu/Riyadh-KSA-10024/2017	mers	MG366883	2015-06-15	west_asia	saudi_arabia
Hu/Riyadh-KSA-7275/2017	mers	MG912609	2017-05-31	west_asia	saudi_arabia
Riyadh_1337/KSA/2014	mers	KT357811	2014-XX-XX	west_asia	saudi_arabia
Hu/Riyadh-KSA-5390/2015	mers	KT806009	2015-03-08	west_asia	saudi_arabia
Hu/Riyadh-KSA-7680/2017	mers	MG912598	2017-06-03	west_asia	saudi_arabia
MERS-CoV-Jeddah-Camel-1	mers	KF917527	2013-11-08	west_asia	saudi_arabia
Hafr-Al-Batin_2_2013	mers	KJ156910	2013-08-05	west_asia	saudi_arabia
camel/Jeddah/D88/2014	mers	KT368843	2014-12-XX	west_asia	saudi_arabia
FRA/UAE	mers	KF745068	2013-05-07	europe	france
Riyadh_11b_2013	mers	KJ156911	2013-08-06	west_asia	saudi_arabia
Hu/Najran-KSA-18011240/2018	mers	MK462257	2018-06-01	west_asia	saudi_arabia
MERS-CoV/KOR/CNUH_SNU/023_06_2015	mers	KT717697	2015-06-11	japan_korea	south_korea
camel/UAE_414379_W3_2015	mers	MF598700	2015-04-XX	west_asia	united_arab_emirates
camel/UAE_B55_2015	mers	MF598646	2015-03-XX	west_asia	united_arab_emirates
Hu/Jeddah-KSA-C21864/2015	mers	KT805994	2015-03-09	west_asia	saudi_arabia
Qatar15	mers	MK280984	2015-05-21	west_asia	qatar
camel/UAE_B105_2015	mers	MF598692	2015-03-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/148_06_2015	mers	KT717707	2015-06-15	japan_korea	south_korea
KSA_1724	mers	KT877351	2014-09-XX	west_asia	saudi_arabia
26	mers	MK858158	2016-11-28	west_asia	saudi_arabia
Hu/Riyadh-KSA-2276/2015	mers	KT805962	2015-01-18	west_asia	saudi_arabia
Al-Hasa_26c_2013	mers	KJ156872	2013-06-18	west_asia	saudi_arabia
23	mers	MF133453	2015-07-13	africa	sudan
MERS-CoV/KOR/KNIH/012_05_2015	mers	KT182954	2015-05-28	japan_korea	south_korea
Hu/Riyadh-KSA-2049/2015	mers	KR011266	2015-01-06	west_asia	saudi_arabia
camel/UAE_B22_2015	mers	MF598614	2015-03-XX	west_asia	united_arab_emirates
UAE-14-2014	mers	KP202211	2014-XX-XX	west_asia	united_arab_emirates
camel/Jeddah/D100/2014	mers	KT368828	2014-12-XX	west_asia	saudi_arabia
camel/UAE_B11_2015	mers	MF598603	2015-03-XX	west_asia	united_arab_emirates
Hu/Artawiyah-KSA-13328/2016	mers	KX154694	2016-02-29	west_asia	saudi_arabia
KSA_349	mers	KJ396757	2013-11-XX	west_asia	saudi_arabia
camel/Taif/T16/2015	mers	KT368882	2015-04-XX	west_asia	saudi_arabia
Qatar3	mers	KF961221	2013-10-13	west_asia	qatar
Al-Hasa_8c_2013	mers	KF600626	2013-05-01	west_asia	saudi_arabia
Jeddah_C7554/KSA/2014	mers	KM027268	2014-XX-XX	west_asia	saudi_arabia
Riyadh_1251/KSA/2014	mers	KT357801	2014-XX-XX	west_asia	saudi_arabia
Al-Hasa_26b_2013	mers	KJ156941	2013-06-18	west_asia	saudi_arabia
camel/UAE_B48_2015	mers	MF598639	2015-03-XX	west_asia	united_arab_emirates
Hu/Riyadh-KSA-7373/2017	mers	MG912596	2017-06-02	west_asia	saudi_arabia
Hu/Riyadh-KSA-14675/2016	mers	MG011344	2016-03-13	west_asia	saudi_arabia
camel/UAE_B66_2015	mers	MF598656	2015-03-XX	west_asia	united_arab_emirates
Neoromicia/PML-PHE1/RSA/2011	mers	KC869678	2011-XX-XX	africa	south_africa
Hu/Hufuf-KSA-11003/2015	mers	KT805990	2015-05-10	west_asia	saudi_arabia
KFU-HKU_19Dam	mers	KJ650296	2013-12-30	west_asia	saudi_arabia
Hu/UAE_009_2014	mers	KY581686	2014-04-10	west_asia	united_arab_emirates
camel/UAE_B95_2015	mers	MF598683	2015-03-XX	west_asia	united_arab_emirates
Riyadh_6c_2013	mers	KJ156890	2013-07-02	west_asia	saudi_arabia
MERS-CoV_camel/Nigeria/NV1405/2016	mers	MG923474	2016-01-24	africa	nigeria
Riyadh_11/2014	mers	KT624239	2008-12-15	west_asia	saudi_arabia
Hu/Najran-KSA-183RS279/2018	mers	MK462250	2018-07-12	west_asia	saudi_arabia
Jeddah_C9313/KSA/2014	mers	KM027276	2014-XX-XX	west_asia	saudi_arabia
PAK150	mers	MH102354	2017-02-15	west_asia	pakistan
Hu/Dhahran-KSA-6740/2015	mers	KT805984	2015-02-08	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC804/2015	mers	KU942370	2015-04-01	africa	egypt
Hu/Riyadh-KSA-7696/2017	mers	MH310910	2017-06-03	west_asia	saudi_arabia
camel/UAE_B63_2015	mers	MF598653	2015-03-XX	west_asia	united_arab_emirates
camel/UAE_B65_2015	mers	MF598655	2015-03-XX	west_asia	united_arab_emirates
MERS-CoV_camel/Ethiopia/AAU-EPHI-HKU4448/2017	mers	MG923467	2017-03-15	africa	ethiopia
Al-Hasa_14a_2013	mers	KF600615	2013-05-08	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC741/2015	mers	KU942360	2015-04-01	africa	egypt
camel/UAE_414485_W4_2015	mers	MF598709	2015-04-XX	west_asia	united_arab_emirates
MERS-CoV/KOR/CNUH_SNU/085_06_2015	mers	KT717704	2015-06-10	japan_korea	south_korea
Al-Hasa_28a_2013	mers	KJ156887	2013-06-22	west_asia	saudi_arabia
Hu/Riyadh-KSA-008D3N/2015	mers	MG757598	2015-08-26	west_asia	saudi_arabia
England/3/2013	mers	KM210278	2013-02-10	europe	united_kingdom
camel/Riyadh/Ry159(b)/2015	mers	KT368870	2015-03-XX	west_asia	saudi_arabia
camel/Jeddah/D42/2014	mers	KT368835	2014-12-XX	west_asia	saudi_arabia
MERS-CoV/camel/Egypt/NRCE-NC737/2015	mers	KU942358	2015-04-01	africa	egypt
Hu/Riyadh-KSA-10182/2015	mers	KT806020	2015-05-10	west_asia	saudi_arabia
Riyadh_15a_2013	mers	KJ156914	2013-08-19	west_asia	saudi_arabia
